edit_family,count,accuracy,macro_f1
contradiction_action,112,0.7678571428571429,0.43434343434343436
contradiction_attribute,51,0.6078431372549019,0.3780487804878049
contradiction_count,102,0.18627450980392157,0.15702479338842976
contradiction_object,77,0.7792207792207793,0.43795620437956206
entailment_synonym,200,0.96,0.4897959183673469
