edit_family,count,accuracy,macro_f1
contradiction_action,112,0.9553571428571429,0.4885844748858447
contradiction_attribute,51,0.6862745098039216,0.4069767441860465
contradiction_count,102,0.9117647058823529,0.47692307692307695
contradiction_object,77,0.8441558441558441,0.45774647887323944
entailment_synonym,342,0.8362573099415205,0.4554140127388535
