edit_family,count,accuracy,macro_f1
contradiction_action,112,0.6607142857142857,0.3978494623655914
contradiction_attribute,51,0.49019607843137253,0.32894736842105265
contradiction_count,102,0.5294117647058824,0.34615384615384615
contradiction_object,77,0.7142857142857143,0.4166666666666667
entailment_synonym,342,0.6432748538011696,0.3914590747330961
