edit_family,count,accuracy,macro_f1
contradiction_action,112,0.9732142857142857,0.49321266968325794
contradiction_attribute,51,0.8431372549019608,0.4574468085106383
contradiction_count,102,0.9313725490196079,0.48223350253807107
contradiction_object,77,0.9090909090909091,0.47619047619047616
entailment_synonym,342,0.9649122807017544,0.49107142857142855
