edit_family,count,accuracy,macro_f1
contradiction_action,46,0.9130434782608695,0.4772727272727273
contradiction_attribute,41,0.6097560975609756,0.3787878787878788
contradiction_count,51,0.7843137254901961,0.43956043956043955
contradiction_object,42,0.9285714285714286,0.48148148148148145
entailment_synonym,180,0.7222222222222222,0.41935483870967744
