edit_family,count,accuracy,macro_f1
contradiction_action,46,0.7608695652173914,0.43209876543209874
contradiction_attribute,41,0.43902439024390244,0.3050847457627119
contradiction_count,51,0.21568627450980393,0.1774193548387097
contradiction_object,42,0.8095238095238095,0.4473684210526316
entailment_synonym,180,0.9611111111111111,0.49008498583569404
