edit_family,count,accuracy,macro_f1
contradiction_action,46,0.5,0.3333333333333333
contradiction_attribute,41,0.43902439024390244,0.3050847457627119
contradiction_count,51,0.47058823529411764,0.32
contradiction_object,42,0.7380952380952381,0.4246575342465753
entailment_synonym,180,0.6833333333333333,0.40594059405940597
