edit_family,count,accuracy,macro_f1
contradiction_action,46,1.0,1.0
contradiction_attribute,41,0.6829268292682927,0.4057971014492754
contradiction_count,51,0.9803921568627451,0.49504950495049505
contradiction_object,42,0.8095238095238095,0.4473684210526316
entailment_synonym,180,0.9277777777777778,0.4812680115273775
